Nr		,t`s,Ch 00`V,Ch 01`V,Ch 02`V
5543		,2.771000,-3.113130,0.201078,-0.206057
5544		,2.771500,-2.960790,0.202575,-0.202355
5545		,2.772000,-3.018280,0.203509,-0.198234
5546		,2.772500,-3.158865,0.204781,-0.201163
5547		,2.773000,-3.163857,0.206246,-0.204608
5548		,2.773500,-3.169010,0.207083,-0.207216
5549		,2.774000,-3.157899,0.207791,-0.209115
5550		,2.774500,-3.092196,0.208258,-0.209147
5551		,2.775000,-2.909258,0.208274,-0.203642
5552		,2.775500,-3.044368,0.208145,-0.200423
5553		,2.776000,-3.134226,0.207244,-0.202129
5554		,2.776500,-3.144855,0.205489,-0.203578
5555		,2.777000,-3.149364,0.203428,-0.205799
5556		,2.777500,-3.129395,0.201593,-0.206411
5557		,2.778000,-3.050648,0.199452,-0.205381
5558		,2.778500,-2.880593,0.195942,-0.198459
5559		,2.779000,-3.118122,0.195266,-0.198556
5560		,2.779500,-3.149686,0.195990,-0.201582
5561		,2.780000,-3.164340,0.196811,-0.204447
5562		,2.780500,-3.151457,0.197842,-0.206507
5563		,2.781000,-3.110071,0.199661,-0.207956
5564		,2.781500,-2.958213,0.201271,-0.204672
5565		,2.782000,-3.003947,0.203235,-0.199650
5566		,2.782500,-3.159187,0.205215,-0.201904
5567		,2.783000,-3.165789,0.206471,-0.204737
5568		,2.783500,-3.172553,0.207807,-0.207666
5569		,2.784000,-3.157254,0.208870,-0.209340
5570		,2.784500,-3.093967,0.209997,-0.209050
5571		,2.785000,-2.908614,0.210367,-0.203095
5572		,2.785500,-3.056606,0.210094,-0.199554
5573		,2.786000,-3.131327,0.209643,-0.201131
5574		,2.786500,-3.142761,0.208403,-0.203095
5575		,2.787000,-3.149042,0.206342,-0.204576
5576		,2.787500,-3.129234,0.203927,-0.205574
5577		,2.788000,-3.051131,0.201367,-0.204061
5578		,2.788500,-2.882204,0.200305,-0.196560
5579		,2.789000,-3.119089,0.198791,-0.197011
5580		,2.789500,-3.150974,0.198759,-0.199844
5581		,2.790000,-3.164823,0.198550,-0.202612
5582		,2.790500,-3.153873,0.200192,-0.204769
5583		,2.791000,-3.109749,0.201979,-0.205960
5584		,2.791500,-2.952899,0.203155,-0.202870
5585		,2.792000,-3.000405,0.204298,-0.198363
5586		,2.792500,-3.156449,0.205360,-0.200616
5587		,2.793000,-3.164340,0.206616,-0.203996
5588		,2.793500,-3.170620,0.207035,-0.206314
5589		,2.794000,-3.156610,0.208049,-0.208535
5590		,2.794500,-3.088814,0.208548,-0.208503
5591		,2.795000,-2.908131,0.208773,-0.202676
5592		,2.795500,-3.066269,0.208467,-0.199715
5593		,2.796000,-3.133582,0.207437,-0.201485
5594		,2.796500,-3.146626,0.205843,-0.203449
5595		,2.797000,-3.150813,0.204265,-0.205284
5596		,2.797500,-3.127463,0.201689,-0.206153
5597		,2.798000,-3.045012,0.199017,-0.204640
5598		,2.798500,-2.881076,0.196167,-0.198266
5599		,2.799000,-3.120377,0.194622,-0.198556
5600		,2.799500,-3.149042,0.194316,-0.201840
5601		,2.800000,-3.164340,0.195732,-0.203996
5602		,2.800500,-3.152906,0.196328,-0.206636
5603		,2.801000,-3.110715,0.198083,-0.207505
5604		,2.801500,-2.948390,0.200353,-0.203610
5605		,2.802000,-3.016025,0.201979,-0.199264
5606		,2.802500,-3.157899,0.204185,-0.201968
5607		,2.803000,-3.164179,0.205296,-0.204769
5608		,2.803500,-3.174968,0.206761,-0.207666
5609		,2.804000,-3.157093,0.207469,-0.209018
5610		,2.804500,-3.088170,0.208500,-0.208181
5611		,2.805000,-2.908131,0.208645,-0.202451
5612		,2.805500,-3.073032,0.208580,-0.199071
5613		,2.806000,-3.135675,0.207968,-0.200681
5614		,2.806500,-3.142922,0.207083,-0.202870
5615		,2.807000,-3.148236,0.205521,-0.203964
5616		,2.807500,-3.128107,0.203815,-0.204833
5617		,2.808000,-3.044207,0.201641,-0.203288
5618		,2.808500,-2.880271,0.199258,-0.196431
5619		,2.809000,-3.119089,0.198405,-0.197204
5620		,2.809500,-3.151457,0.198679,-0.199554
5621		,2.810000,-3.167883,0.198357,-0.202612
5622		,2.810500,-3.153229,0.199967,-0.204576
5623		,2.811000,-3.109910,0.200917,-0.204994
5624		,2.811500,-2.945330,0.202591,-0.201196
5625		,2.812000,-3.022306,0.203493,-0.197300
5626		,2.812500,-3.160636,0.204539,-0.199940
5627		,2.813000,-3.162891,0.205988,-0.203449
5628		,2.813500,-3.174324,0.207228,-0.206121
5629		,2.814000,-3.157093,0.208339,-0.207409
5630		,2.814500,-3.083661,0.209176,-0.207022
5631		,2.815000,-2.909580,0.209256,-0.201260
5632		,2.815500,-3.081406,0.209353,-0.198395
5633		,2.816000,-3.135031,0.208693,-0.201067
5634		,2.816500,-3.144049,0.207582,-0.203159
5635		,2.817000,-3.151940,0.205473,-0.205316
5636		,2.817500,-3.129395,0.203155,-0.205509
5637		,2.818000,-3.039375,0.201029,-0.204544
5638		,2.818500,-2.911834,0.196715,-0.198331
5639		,2.819000,-3.123115,0.195813,-0.198524
5640		,2.819500,-3.151296,0.195781,-0.202033
5641		,2.820000,-3.164662,0.196521,-0.204930
5642		,2.820500,-3.152423,0.197552,-0.206540
5643		,2.821000,-3.106850,0.199210,-0.207441
5644		,2.821500,-2.940177,0.200562,-0.203642
5645		,2.822000,-3.045656,0.201883,-0.200133
5646		,2.822500,-3.162247,0.204249,-0.202516
5647		,2.823000,-3.164501,0.205924,-0.206185
5648		,2.823500,-3.175452,0.207566,-0.208020
5649		,2.824000,-3.155000,0.208451,-0.209630
5650		,2.824500,-3.083983,0.209643,-0.209469
5651		,2.825000,-2.907486,0.209643,-0.203578
5652		,2.825500,-3.079957,0.209321,-0.200455
5653		,2.826000,-3.135353,0.208564,-0.202290
5654		,2.826500,-3.144533,0.207373,-0.203900
5655		,2.827000,-3.151296,0.206246,-0.205381
5656		,2.827500,-3.126496,0.204298,-0.205542
5657		,2.828000,-3.036638,0.202350,-0.204157
5658		,2.828500,-2.963849,0.201335,-0.197655
5659		,2.829000,-3.127463,0.199564,-0.198041
5660		,2.829500,-3.151135,0.199355,-0.200874
5661		,2.830000,-3.161280,0.200176,-0.203288
5662		,2.830500,-3.150974,0.200482,-0.205574
5663		,2.831000,-3.107333,0.201673,-0.205606
5664		,2.831500,-2.937439,0.203299,-0.202065
5665		,2.832000,-3.052258,0.204861,-0.198363
5666		,2.832500,-3.160797,0.205972,-0.201099
5667		,2.833000,-3.164018,0.207405,-0.203739
5668		,2.833500,-3.174807,0.208290,-0.205896
5669		,2.834000,-3.154195,0.209305,-0.207505
5670		,2.834500,-3.081084,0.209755,-0.207409
5671		,2.835000,-2.905071,0.210271,-0.202033
5672		,2.835500,-3.082050,0.209401,-0.199264
5673		,2.836000,-3.134548,0.208854,-0.201035
5674		,2.836500,-3.147270,0.206938,-0.202451
5675		,2.837000,-3.153873,0.205328,-0.203964
5676		,2.837500,-3.126335,0.202800,-0.205284
5677		,2.838000,-3.036960,0.199838,-0.203771
5678		,2.838500,-3.038087,0.195990,-0.197880
5679		,2.839000,-3.130361,0.196264,-0.198910
5680		,2.839500,-3.151296,0.196280,-0.201357
5681		,2.840000,-3.162730,0.196908,-0.204350
5682		,2.840500,-3.152262,0.197761,-0.206282
5683		,2.841000,-3.106528,0.198486,-0.206894
5684		,2.841500,-2.932930,0.200804,-0.203868
5685		,2.842000,-3.072388,0.202333,-0.199940
5686		,2.842500,-3.164018,0.203927,-0.202998
5687		,2.843000,-3.165628,0.204668,-0.205638
5688		,2.843500,-3.174002,0.206213,-0.208053
5689		,2.844000,-3.154356,0.207099,-0.209566
5690		,2.844500,-3.077863,0.208145,-0.209308
5691		,2.845000,-2.903944,0.208789,-0.203192
5692		,2.845500,-3.074159,0.208773,-0.200552
5693		,2.846000,-3.133260,0.207920,-0.202226
5694		,2.846500,-3.144855,0.206970,-0.204061
5695		,2.847000,-3.148881,0.205505,-0.205381
5696		,2.847500,-3.124403,0.203525,-0.206572
5697		,2.848000,-3.029391,0.201062,-0.204318
5698		,2.848500,-3.072066,0.199918,-0.198009
5699		,2.849000,-3.128268,0.198759,-0.198395
5700		,2.849500,-3.151618,0.199130,-0.201099
5701		,2.850000,-3.160958,0.199516,-0.203642
5702		,2.850500,-3.150974,0.200611,-0.205316
5703		,2.851000,-3.103307,0.201818,-0.206185
5704		,2.851500,-2.927133,0.203155,-0.201904
5705		,2.852000,-3.079474,0.203895,-0.198234
5706		,2.852500,-3.163535,0.205215,-0.200809
5707		,2.853000,-3.163696,0.206471,-0.203868
5708		,2.853500,-3.173519,0.207163,-0.205735
5709		,2.854000,-3.154517,0.208242,-0.207473
5710		,2.854500,-3.077058,0.208548,-0.206475
5711		,2.855000,-2.905071,0.208645,-0.200359
5712		,2.855500,-3.076897,0.208677,-0.197976
5713		,2.856000,-3.136642,0.208274,-0.199972
5714		,2.856500,-3.147592,0.207196,-0.201518
5715		,2.857000,-3.151457,0.205457,-0.203546
5716		,2.857500,-3.124886,0.203267,-0.204286
5717		,2.858000,-3.026170,0.201110,-0.202676
5718		,2.858500,-3.094611,0.198598,-0.197107
5719		,2.859000,-3.129395,0.197246,-0.197751
5720		,2.859500,-3.151296,0.197262,-0.201196
5721		,2.860000,-3.158865,0.198276,-0.203996
5722		,2.860500,-3.148558,0.198019,-0.206475
5723		,2.861000,-3.102019,0.199790,-0.206765
5724		,2.861500,-2.922785,0.200965,-0.202870
5725		,2.862000,-3.074642,0.202655,-0.199264
5726		,2.862500,-3.163696,0.203702,-0.202033
5727		,2.863000,-3.166756,0.204636,-0.205059
5728		,2.863500,-3.171748,0.205634,-0.208020
5729		,2.864000,-3.153229,0.206664,-0.209018
5730		,2.864500,-3.076092,0.207469,-0.208890
5731		,2.865000,-2.902172,0.207340,-0.202129
5732		,2.865500,-3.071422,0.207292,-0.200005
5733		,2.866000,-3.132777,0.207035,-0.202000
5734		,2.866500,-3.145499,0.206197,-0.203674
5735		,2.867000,-3.149847,0.204958,-0.205155
5736		,2.867500,-3.122954,0.202768,-0.205638
5737		,2.868000,-3.023916,0.200434,-0.204737
5738		,2.868500,-3.100892,0.198486,-0.197816
5739		,2.869000,-3.131811,0.198647,-0.198492
5740		,2.869500,-3.150652,0.198534,-0.201389
5741		,2.870000,-3.160475,0.199081,-0.204157
5742		,2.870500,-3.152101,0.200482,-0.206089
5743		,2.871000,-3.102502,0.201899,-0.206540
5744		,2.871500,-2.917471,0.203477,-0.201807
5745		,2.872000,-3.078507,0.204925,-0.198492
5746		,2.872500,-3.165467,0.206552,-0.201260
5747		,2.873000,-3.163213,0.207566,-0.204415
5748		,2.873500,-3.170620,0.207984,-0.206443
5749		,2.874000,-3.150330,0.208709,-0.207956
5750		,2.874500,-3.071583,0.209208,-0.207087
5751		,2.875000,-2.901528,0.209916,-0.200262
5752		,2.875500,-3.071744,0.209578,-0.197751
5753		,2.876000,-3.135998,0.208387,-0.199618
5754		,2.876500,-3.148881,0.207196,-0.201807
5755		,2.877000,-3.150491,0.205618,-0.203578
5756		,2.877500,-3.122470,0.204024,-0.204608
5757		,2.878000,-3.021339,0.201239,-0.202998
5758		,2.878500,-3.050809,0.199146,-0.196721
5759		,2.879000,-3.132616,0.197842,-0.197204
5760		,2.879500,-3.151618,0.197664,-0.200616
5761		,2.880000,-3.163374,0.197777,-0.203192
5762		,2.880500,-3.151296,0.198840,-0.205863
5763		,2.881000,-3.098315,0.199580,-0.206282
5764		,2.881500,-2.916504,0.201496,-0.202129
5765		,2.882000,-3.061921,0.203155,-0.198653
5766		,2.882500,-3.163857,0.204539,-0.201646
5767		,2.883000,-3.163857,0.205312,-0.204672
5768		,2.883500,-3.171265,0.206584,-0.207441
5769		,2.884000,-3.150974,0.206648,-0.208890
5770		,2.884500,-3.069811,0.207340,-0.207763
5771		,2.885000,-2.899112,0.207260,-0.201453
5772		,2.885500,-3.072227,0.207051,-0.199618
5773		,2.886000,-3.135192,0.205956,-0.201711
5774		,2.886500,-3.145499,0.204700,-0.203288
5775		,2.887000,-3.146787,0.203348,-0.205123
5776		,2.887500,-3.120699,0.201706,-0.205767
5777		,2.888000,-3.014254,0.199516,-0.203642
5778		,2.888500,-3.022950,0.197407,-0.197365
5779		,2.889000,-3.131811,0.197729,-0.198492
5780		,2.889500,-3.153873,0.198051,-0.201292
5781		,2.890000,-3.161763,0.198357,-0.204318
5782		,2.890500,-3.145499,0.199307,-0.205896
5783		,2.891000,-3.096544,0.200723,-0.205509
5784		,2.891500,-2.914411,0.201480,-0.201163
5785		,2.892000,-3.063531,0.203670,-0.197976
5786		,2.892500,-3.165306,0.204925,-0.200745
5787		,2.893000,-3.163213,0.206648,-0.203835
5788		,2.893500,-3.170620,0.207389,-0.206153
5789		,2.894000,-3.151940,0.208773,-0.207087
5790		,2.894500,-3.067718,0.209128,-0.206153
5791		,2.895000,-2.899274,0.209128,-0.199457
5792		,2.895500,-3.079313,0.208645,-0.198009
5793		,2.896000,-3.134709,0.207888,-0.199586
5794		,2.896500,-3.148075,0.206793,-0.201260
5795		,2.897000,-3.149847,0.205054,-0.203127
5796		,2.897500,-3.122954,0.203042,-0.203159
5797		,2.898000,-3.014415,0.200562,-0.201357
5798		,2.898500,-2.957891,0.197874,-0.194950
5799		,2.899000,-3.132455,0.196570,-0.196689
5800		,2.899500,-3.150813,0.196763,-0.199876
5801		,2.900000,-3.164179,0.197777,-0.202516
5802		,2.900500,-3.147270,0.198824,-0.203996
5803		,2.901000,-3.095094,0.200868,-0.204157
5804		,2.901500,-2.916021,0.202382,-0.200423
5805		,2.902000,-3.054674,0.203557,-0.197494
5806		,2.902500,-3.164340,0.205586,-0.201228
5807		,2.903000,-3.165145,0.206986,-0.204769
5808		,2.903500,-3.169171,0.207791,-0.207183
5809		,2.904000,-3.153551,0.208548,-0.208729
5810		,2.904500,-3.065463,0.208950,-0.207795
5811		,2.905000,-2.898468,0.208178,-0.201711
5812		,2.905500,-3.084466,0.207485,-0.199779
5813		,2.906000,-3.135675,0.206503,-0.201807
5814		,2.906500,-3.148075,0.205602,-0.203932
5815		,2.907000,-3.146787,0.204249,-0.205027
5816		,2.907500,-3.119411,0.202011,-0.205992
5817		,2.908000,-3.008939,0.199419,-0.203417
5818		,2.908500,-2.943398,0.197117,-0.198041
5819		,2.909000,-3.132616,0.197503,-0.199554
5820		,2.909500,-3.151296,0.197970,-0.202290
5821		,2.910000,-3.165628,0.198888,-0.204254
5822		,2.910500,-3.147914,0.200691,-0.206540
5823		,2.911000,-3.094289,0.201335,-0.207022
5824		,2.911500,-2.911512,0.203042,-0.202612
5825		,2.912000,-3.050970,0.204120,-0.199844
5826		,2.912500,-3.162408,0.205859,-0.202033
5827		,2.913000,-3.164018,0.206729,-0.205091
5828		,2.913500,-3.167561,0.208113,-0.207087
5829		,2.914000,-3.148558,0.209514,-0.208407
5830		,2.914500,-3.060632,0.210206,-0.207537
5831		,2.915000,-2.898468,0.210255,-0.200294
5832		,2.915500,-3.088492,0.209659,-0.198717
5833		,2.916000,-3.137286,0.208934,-0.200616
5834		,2.916500,-3.150008,0.207453,-0.202161
5835		,2.917000,-3.148881,0.205988,-0.203610
5836		,2.917500,-3.119089,0.203460,-0.204157
5837		,2.918000,-3.006363,0.201062,-0.201968
5838		,2.918500,-2.918598,0.198389,-0.196077
5839		,2.919000,-3.133260,0.197600,-0.197300
5840		,2.919500,-3.151457,0.198099,-0.200101
5841		,2.920000,-3.169171,0.198791,-0.202870
5842		,2.920500,-3.149364,0.199902,-0.204608
5843		,2.921000,-3.092034,0.201351,-0.205252
5844		,2.921500,-2.912962,0.202752,-0.201163
5845		,2.922000,-3.055962,0.204523,-0.198781
5846		,2.922500,-3.164662,0.205634,-0.201485
5847		,2.923000,-3.165145,0.206857,-0.204157
5848		,2.923500,-3.171104,0.207534,-0.206443
5849		,2.924000,-3.150974,0.208033,-0.208278
5850		,2.924500,-3.059666,0.208435,-0.207248
5851		,2.925000,-2.896053,0.208274,-0.200713
5852		,2.925500,-3.091068,0.208290,-0.199586
5853		,2.926000,-3.133421,0.207196,-0.201035
5854		,2.926500,-3.145660,0.205682,-0.202773
5855		,2.927000,-3.146626,0.203798,-0.204962
5856		,2.927500,-3.117317,0.201802,-0.205348
5857		,2.928000,-3.001693,0.199403,-0.203835
5858		,2.928500,-2.913928,0.197761,-0.197236
5859		,2.929000,-3.134870,0.196779,-0.198974
5860		,2.929500,-3.153712,0.196763,-0.201646
5861		,2.930000,-3.166434,0.197536,-0.204190
5862		,2.930500,-3.145821,0.199049,-0.206379
5863		,2.931000,-3.089619,0.200434,-0.206636
5864		,2.931500,-2.911351,0.202382,-0.201936
5865		,2.932000,-3.055318,0.203654,-0.199650
5866		,2.932500,-3.162891,0.205328,-0.202516
5867		,2.933000,-3.163696,0.206230,-0.205284
5868		,2.933500,-3.171748,0.207389,-0.207473
5869		,2.934000,-3.147914,0.208097,-0.208664
5870		,2.934500,-3.055962,0.208677,-0.207505
5871		,2.935000,-2.894926,0.208661,-0.200874
5872		,2.935500,-3.102663,0.208822,-0.199039
5873		,2.936000,-3.136642,0.208516,-0.200584
5874		,2.936500,-3.149847,0.207131,-0.202258
5875		,2.937000,-3.149525,0.205521,-0.204157
5876		,2.937500,-3.119089,0.203460,-0.204994
5877		,2.938000,-2.997667,0.200788,-0.201936
5878		,2.938500,-2.945330,0.197214,-0.195981
5879		,2.939000,-3.136320,0.196924,-0.196882
5880		,2.939500,-3.152101,0.197600,-0.199618
5881		,2.940000,-3.165628,0.197793,-0.202451
5882		,2.940500,-3.145982,0.198421,-0.204157
5883		,2.941000,-3.088814,0.199967,-0.204479
5884		,2.941500,-2.911995,0.201303,-0.199683
5885		,2.942000,-3.071100,0.203573,-0.196818
5886		,2.942500,-3.163374,0.205360,-0.200198
5887		,2.943000,-3.165789,0.206906,-0.203449
5888		,2.943500,-3.171587,0.208033,-0.205542
5889		,2.944000,-3.150169,0.209095,-0.206861
5890		,2.944500,-3.053708,0.209063,-0.205863
5891		,2.945000,-2.893154,0.209063,-0.199586
5892		,2.945500,-3.099281,0.208693,-0.198492
5893		,2.946000,-3.136642,0.207727,-0.200552
5894		,2.946500,-3.149203,0.206793,-0.202934
5895		,2.947000,-3.147592,0.204587,-0.204640
5896		,2.947500,-3.116995,0.202301,-0.205670
5897		,2.948000,-2.995896,0.199774,-0.203353
5898		,2.948500,-2.958696,0.198469,-0.197236
5899		,2.949000,-3.135998,0.197037,-0.198878
5900		,2.949500,-3.152423,0.196344,-0.201518
5901		,2.950000,-3.165628,0.197246,-0.204672
5902		,2.950500,-3.145982,0.198260,-0.206379
5903		,2.951000,-3.088331,0.199274,-0.206250
5904		,2.951500,-2.910385,0.200691,-0.201453
5905		,2.952000,-3.073998,0.202366,-0.199007
5906		,2.952500,-3.163535,0.203477,-0.202194
5907		,2.953000,-3.162569,0.206133,-0.205091
5908		,2.953500,-3.170943,0.206938,-0.207795
5909		,2.954000,-3.145821,0.207872,-0.208922
5910		,2.954500,-3.050004,0.208709,-0.207280
5911		,2.955000,-2.890739,0.209224,-0.200262
5912		,2.955500,-3.099764,0.208870,-0.198781
5913		,2.956000,-3.136159,0.207936,-0.201067
5914		,2.956500,-3.150974,0.206680,-0.203192
5915		,2.957000,-3.146948,0.205586,-0.204222
5916		,2.957500,-3.117800,0.203509,-0.205155
5917		,2.958000,-2.992353,0.201190,-0.202129
5918		,2.958500,-3.012643,0.198389,-0.196174
5919		,2.959000,-3.138574,0.198260,-0.197719
5920		,2.959500,-3.152906,0.198469,-0.200520
5921		,2.960000,-3.166756,0.198341,-0.203127
5922		,2.960500,-3.147270,0.199387,-0.205123
5923		,2.961000,-3.087525,0.200740,-0.205091
5924		,2.961500,-2.911673,0.202672,-0.199972
5925		,2.962000,-3.090907,0.204169,-0.197365
5926		,2.962500,-3.167239,0.205586,-0.200584
5927		,2.963000,-3.167722,0.206825,-0.203610
5928		,2.963500,-3.172553,0.208371,-0.206089
5929		,2.964000,-3.148719,0.209514,-0.207602
5930		,2.964500,-3.051292,0.210174,-0.206668
5931		,2.965000,-2.892671,0.209755,-0.199135
5932		,2.965500,-3.099442,0.209417,-0.198363
5933		,2.966000,-3.134870,0.208017,-0.200391
5934		,2.966500,-3.149686,0.206713,-0.202709
5935		,2.967000,-3.148558,0.204764,-0.204415
5936		,2.967500,-3.116190,0.202591,-0.204415
5937		,2.968000,-2.984462,0.200031,-0.202612
5938		,2.968500,-3.031646,0.198083,-0.196431
5939		,2.969000,-3.140185,0.197310,-0.198170
5940		,2.969500,-3.153551,0.197262,-0.201292
5941		,2.970000,-3.162891,0.197809,-0.203578
5942		,2.970500,-3.145338,0.198453,-0.206153
5943		,2.971000,-3.083983,0.199484,-0.205703
5944		,2.971500,-2.909097,0.200868,-0.201163
5945		,2.972000,-3.089297,0.201883,-0.198910
5946		,2.972500,-3.162569,0.203219,-0.201582
5947		,2.973000,-3.165306,0.204330,-0.204994
5948		,2.973500,-3.169815,0.204893,-0.207409
5949		,2.974000,-3.146787,0.206471,-0.208374
5950		,2.974500,-3.045656,0.207711,-0.206861
5951		,2.975000,-2.892832,0.207920,-0.199811
5952		,2.975500,-3.100247,0.207679,-0.199361
5953		,2.976000,-3.136481,0.207357,-0.201550
5954		,2.976500,-3.149364,0.205521,-0.202870
5955		,2.977000,-3.151296,0.203831,-0.204190
5956		,2.977500,-3.116673,0.202044,-0.204190
5957		,2.978000,-2.983657,0.199854,-0.201582
5958		,2.978500,-3.054996,0.197133,-0.196270
5959		,2.979000,-3.143244,0.196425,-0.197687
5960		,2.979500,-3.154034,0.197294,-0.200037
5961		,2.980000,-3.163052,0.198131,-0.202934
5962		,2.980500,-3.145660,0.199403,-0.204383
5963		,2.981000,-3.083983,0.200836,-0.204254
5964		,2.981500,-2.910063,0.201850,-0.198942
5965		,2.982000,-3.093967,0.203541,-0.197011
5966		,2.982500,-3.165467,0.205392,-0.200391
5967		,2.983000,-3.165789,0.206632,-0.202934
5968		,2.983500,-3.171587,0.207550,-0.205123
5969		,2.984000,-3.147914,0.208033,-0.206089
5970		,2.984500,-3.044851,0.208838,-0.204833
5971		,2.985000,-2.890739,0.208918,-0.197719
5972		,2.985500,-3.097349,0.208532,-0.197461
5973		,2.986000,-3.137608,0.207759,-0.199844
5974		,2.986500,-3.150491,0.206922,-0.201614
5975		,2.987000,-3.147109,0.205167,-0.202773
5976		,2.987500,-3.115224,0.203106,-0.203288
5977		,2.988000,-2.978504,0.200691,-0.200809
5978		,2.988500,-3.065947,0.199452,-0.196818
5979		,2.989000,-3.140185,0.198727,-0.198331
5980		,2.989500,-3.154034,0.198598,-0.201518
5981		,2.990000,-3.165306,0.199097,-0.203771
5982		,2.990500,-3.145016,0.200047,-0.205638
5983		,2.991000,-3.080279,0.200675,-0.205992
5984		,2.991500,-2.908775,0.201335,-0.200874
