Nr		,t`s,Ch 00`V,Ch 01`V,Ch 02`V
5006		,2.502500,-3.121021,0.204024,-0.202548
5007		,2.503000,-3.163052,0.205843,-0.205542
5008		,2.503500,-3.168205,0.207179,-0.208085
5009		,2.504000,-3.165789,0.208387,-0.210306
5010		,2.504500,-3.133260,0.209611,-0.211111
5011		,2.505000,-2.993480,0.209353,-0.208085
5012		,2.505500,-2.921013,0.209144,-0.201453
5013		,2.506000,-3.116029,0.208677,-0.201872
5014		,2.506500,-3.135675,0.207679,-0.203353
5015		,2.507000,-3.147109,0.206374,-0.205509
5016		,2.507500,-3.141312,0.204024,-0.206861
5017		,2.508000,-3.099764,0.201802,-0.206507
5018		,2.508500,-2.911834,0.199274,-0.202097
5019		,2.509000,-3.059827,0.198357,-0.198459
5020		,2.509500,-3.145177,0.198147,-0.200745
5021		,2.510000,-3.157415,0.198614,-0.203707
5022		,2.510500,-3.160636,0.199258,-0.205928
5023		,2.511000,-3.132294,0.200740,-0.207537
5024		,2.511500,-3.041308,0.201754,-0.206765
5025		,2.512000,-2.895570,0.202623,-0.200938
5026		,2.512500,-3.121826,0.204088,-0.201679
5027		,2.513000,-3.164823,0.205473,-0.205413
5028		,2.513500,-3.165789,0.206165,-0.208503
5029		,2.514000,-3.163213,0.207131,-0.210660
5030		,2.514500,-3.131005,0.207775,-0.211851
5031		,2.515000,-2.987522,0.208081,-0.208761
5032		,2.515500,-2.922463,0.207695,-0.202194
5033		,2.516000,-3.119733,0.207035,-0.202998
5034		,2.516500,-3.137769,0.205714,-0.205284
5035		,2.517000,-3.149042,0.204088,-0.207377
5036		,2.517500,-3.142922,0.202398,-0.208439
5037		,2.518000,-3.097188,0.199709,-0.208246
5038		,2.518500,-2.911029,0.197214,-0.203449
5039		,2.519000,-3.047588,0.195427,-0.200005
5040		,2.519500,-3.144855,0.195749,-0.202870
5041		,2.520000,-3.158060,0.196586,-0.205413
5042		,2.520500,-3.159509,0.197391,-0.208342
5043		,2.521000,-3.132133,0.198969,-0.209887
5044		,2.521500,-3.041469,0.200756,-0.208568
5045		,2.522000,-2.894120,0.202816,-0.201872
5046		,2.522500,-3.123598,0.204314,-0.202516
5047		,2.523000,-3.164179,0.205537,-0.205831
5048		,2.523500,-3.171426,0.206825,-0.208568
5049		,2.524000,-3.162730,0.208194,-0.210885
5050		,2.524500,-3.128912,0.209739,-0.211722
5051		,2.525000,-2.986072,0.210110,-0.207827
5052		,2.525500,-2.947423,0.210077,-0.201614
5053		,2.526000,-3.122793,0.210174,-0.202129
5054		,2.526500,-3.138091,0.208677,-0.204190
5055		,2.527000,-3.149525,0.206761,-0.206411
5056		,2.527500,-3.142278,0.204636,-0.207377
5057		,2.528000,-3.097832,0.202478,-0.207087
5058		,2.528500,-2.910063,0.200707,-0.202097
5059		,2.529000,-3.047266,0.199065,-0.198588
5060		,2.529500,-3.143727,0.198502,-0.201099
5061		,2.530000,-3.157093,0.199017,-0.203868
5062		,2.530500,-3.158704,0.199774,-0.206379
5063		,2.531000,-3.135353,0.201142,-0.208085
5064		,2.531500,-3.035511,0.202414,-0.207151
5065		,2.532000,-2.893476,0.203863,-0.200230
5066		,2.532500,-3.121343,0.204813,-0.201292
5067		,2.533000,-3.163696,0.205586,-0.204640
5068		,2.533500,-3.168527,0.206503,-0.207377
5069		,2.534000,-3.161602,0.206906,-0.209984
5070		,2.534500,-3.128751,0.207856,-0.210467
5071		,2.535000,-2.980436,0.208339,-0.207924
5072		,2.535500,-2.970935,0.208194,-0.201775
5073		,2.536000,-3.120216,0.207453,-0.202322
5074		,2.536500,-3.138735,0.206310,-0.204350
5075		,2.537000,-3.147270,0.204346,-0.206314
5076		,2.537500,-3.139862,0.202172,-0.208149
5077		,2.538000,-3.096705,0.199645,-0.207409
5078		,2.538500,-2.910385,0.196521,-0.203449
5079		,2.539000,-3.049682,0.194235,-0.199683
5080		,2.539500,-3.146787,0.194235,-0.202516
5081		,2.540000,-3.158221,0.194992,-0.205027
5082		,2.540500,-3.162569,0.196038,-0.207924
5083		,2.541000,-3.132938,0.197423,-0.209405
5084		,2.541500,-3.038409,0.199468,-0.207666
5085		,2.542000,-2.894442,0.201239,-0.201646
5086		,2.542500,-3.126818,0.203815,-0.202998
5087		,2.543000,-3.164179,0.204620,-0.205896
5088		,2.543500,-3.172714,0.206036,-0.208729
5089		,2.544000,-3.166434,0.207083,-0.210531
5090		,2.544500,-3.129395,0.207679,-0.210628
5091		,2.545000,-2.979309,0.208661,-0.207537
5092		,2.545500,-3.016347,0.208757,-0.201614
5093		,2.546000,-3.124242,0.208194,-0.202033
5094		,2.546500,-3.135837,0.207646,-0.203900
5095		,2.547000,-3.147431,0.206455,-0.205509
5096		,2.547500,-3.140507,0.204571,-0.206282
5097		,2.548000,-3.094450,0.202559,-0.206024
5098		,2.548500,-2.908131,0.200031,-0.201067
5099		,2.549000,-3.052258,0.198743,-0.198105
5100		,2.549500,-3.147431,0.198003,-0.200487
5101		,2.550000,-3.158382,0.198389,-0.203127
5102		,2.550500,-3.159992,0.199355,-0.205638
5103		,2.551000,-3.129717,0.200595,-0.206540
5104		,2.551500,-3.032773,0.201689,-0.205284
5105		,2.552000,-2.901367,0.202800,-0.199329
5106		,2.552500,-3.128590,0.204120,-0.200359
5107		,2.553000,-3.162730,0.205714,-0.204222
5108		,2.553500,-3.169010,0.206519,-0.206861
5109		,2.554000,-3.165789,0.207904,-0.208439
5110		,2.554500,-3.126496,0.208757,-0.208729
5111		,2.555000,-2.974800,0.209128,-0.206121
5112		,2.555500,-3.035350,0.209385,-0.201067
5113		,2.556000,-3.125369,0.208902,-0.202129
5114		,2.556500,-3.136964,0.207823,-0.204318
5115		,2.557000,-3.150330,0.206085,-0.206153
5116		,2.557500,-3.140507,0.204249,-0.207473
5117		,2.558000,-3.092840,0.201287,-0.207763
5118		,2.558500,-2.908453,0.198308,-0.202773
5119		,2.559000,-3.062887,0.195604,-0.199715
5120		,2.559500,-3.146787,0.195716,-0.202934
5121		,2.560000,-3.158704,0.196167,-0.205542
5122		,2.560500,-3.159509,0.196956,-0.207892
5123		,2.561000,-3.130039,0.198276,-0.209276
5124		,2.561500,-3.029552,0.199645,-0.207763
5125		,2.562000,-2.959823,0.200788,-0.202355
5126		,2.562500,-3.131811,0.203187,-0.203192
5127		,2.563000,-3.164501,0.205296,-0.206926
5128		,2.563500,-3.171909,0.207389,-0.208857
5129		,2.564000,-3.163374,0.207791,-0.211046
5130		,2.564500,-3.125852,0.208983,-0.211626
5131		,2.565000,-2.972223,0.209385,-0.208761
5132		,2.565500,-3.054835,0.209482,-0.202612
5133		,2.566000,-3.123276,0.208773,-0.203159
5134		,2.566500,-3.138574,0.207727,-0.205284
5135		,2.567000,-3.150652,0.206761,-0.206668
5136		,2.567500,-3.141473,0.205167,-0.207312
5137		,2.568000,-3.093001,0.203348,-0.206861
5138		,2.568500,-2.906198,0.200788,-0.201840
5139		,2.569000,-3.067557,0.199500,-0.199007
5140		,2.569500,-3.144533,0.199178,-0.201614
5141		,2.570000,-3.158221,0.199757,-0.203932
5142		,2.570500,-3.159992,0.200257,-0.206411
5143		,2.571000,-3.130522,0.201206,-0.207795
5144		,2.571500,-3.026331,0.202591,-0.206089
5145		,2.572000,-3.001210,0.204555,-0.200584
5146		,2.572500,-3.134226,0.205473,-0.201550
5147		,2.573000,-3.165145,0.206648,-0.204318
5148		,2.573500,-3.169654,0.207823,-0.206797
5149		,2.574000,-3.162569,0.208950,-0.208793
5150		,2.574500,-3.124403,0.209417,-0.209823
5151		,2.575000,-2.966748,0.209965,-0.206894
5152		,2.575500,-3.064980,0.209611,-0.200970
5153		,2.576000,-3.125047,0.208999,-0.202129
5154		,2.576500,-3.140668,0.207695,-0.203546
5155		,2.577000,-3.153229,0.205698,-0.205284
5156		,2.577500,-3.139701,0.203525,-0.206797
5157		,2.578000,-3.091551,0.200852,-0.207087
5158		,2.578500,-2.906842,0.198260,-0.201807
5159		,2.579000,-3.079957,0.195829,-0.199103
5160		,2.579500,-3.147914,0.196006,-0.202226
5161		,2.580000,-3.159026,0.196489,-0.204801
5162		,2.580500,-3.160314,0.197375,-0.207280
5163		,2.581000,-3.129234,0.198341,-0.209115
5164		,2.581500,-3.024560,0.199870,-0.207892
5165		,2.582000,-3.065302,0.201384,-0.202322
5166		,2.582500,-3.136320,0.203187,-0.203127
5167		,2.583000,-3.165628,0.204233,-0.206282
5168		,2.583500,-3.172553,0.205537,-0.208535
5169		,2.584000,-3.164340,0.206503,-0.210950
5170		,2.584500,-3.124081,0.207308,-0.211883
5171		,2.585000,-2.965299,0.208419,-0.208214
5172		,2.585500,-3.052741,0.208725,-0.202580
5173		,2.586000,-3.123598,0.208323,-0.203385
5174		,2.586500,-3.135837,0.207485,-0.205477
5175		,2.587000,-3.151296,0.205875,-0.206894
5176		,2.587500,-3.139057,0.203815,-0.208149
5177		,2.588000,-3.089780,0.201689,-0.207377
5178		,2.588500,-2.905393,0.199548,-0.201904
5179		,2.589000,-3.085593,0.198759,-0.199618
5180		,2.589500,-3.145821,0.198147,-0.201872
5181		,2.590000,-3.159992,0.199081,-0.204222
5182		,2.590500,-3.157093,0.199918,-0.206475
5183		,2.591000,-3.127463,0.201319,-0.207988
5184		,2.591500,-3.020695,0.202591,-0.206218
5185		,2.592000,-3.090424,0.203364,-0.200906
5186		,2.592500,-3.138252,0.204636,-0.201260
5187		,2.593000,-3.164179,0.205988,-0.204318
5188		,2.593500,-3.172070,0.206841,-0.206636
5189		,2.594000,-3.161441,0.207630,-0.209083
5190		,2.594500,-3.121343,0.208274,-0.208761
5191		,2.595000,-2.960467,0.208081,-0.205348
5192		,2.595500,-3.045978,0.208435,-0.199876
5193		,2.596000,-3.126496,0.208274,-0.200809
5194		,2.596500,-3.139862,0.207518,-0.202741
5195		,2.597000,-3.154839,0.206310,-0.204833
5196		,2.597500,-3.139862,0.204523,-0.205703
5197		,2.598000,-3.089458,0.201867,-0.205703
5198		,2.598500,-2.905232,0.198872,-0.200648
5199		,2.599000,-3.093162,0.197053,-0.198524
5200		,2.599500,-3.147914,0.197230,-0.201775
5201		,2.600000,-3.158382,0.197181,-0.204350
5202		,2.600500,-3.158704,0.197809,-0.207280
5203		,2.601000,-3.130039,0.199242,-0.208600
5204		,2.601500,-3.019568,0.200611,-0.207409
5205		,2.602000,-3.094772,0.202398,-0.202000
5206		,2.602500,-3.138735,0.203122,-0.202355
5207		,2.603000,-3.165467,0.204410,-0.205606
5208		,2.603500,-3.170137,0.205553,-0.208600
5209		,2.604000,-3.160797,0.205891,-0.210403
5210		,2.604500,-3.120538,0.207083,-0.211111
5211		,2.605000,-2.956925,0.206970,-0.207763
5212		,2.605500,-3.018602,0.207373,-0.201614
5213		,2.606000,-3.124725,0.207179,-0.202741
5214		,2.606500,-3.138413,0.206487,-0.204769
5215		,2.607000,-3.150330,0.205344,-0.206572
5216		,2.607500,-3.138574,0.203541,-0.208117
5217		,2.608000,-3.086076,0.201673,-0.207698
5218		,2.608500,-2.902333,0.199741,-0.201743
5219		,2.609000,-3.093967,0.198808,-0.199296
5220		,2.609500,-3.148236,0.198341,-0.202194
5221		,2.610000,-3.161280,0.198824,-0.204866
5222		,2.610500,-3.159670,0.199935,-0.206990
5223		,2.611000,-3.127946,0.201206,-0.208374
5224		,2.611500,-3.015703,0.202961,-0.206604
5225		,2.612000,-3.107816,0.203815,-0.200842
5226		,2.612500,-3.141795,0.205714,-0.201260
5227		,2.613000,-3.164179,0.206906,-0.204479
5228		,2.613500,-3.168205,0.208049,-0.207377
5229		,2.614000,-3.162730,0.208789,-0.209405
5230		,2.614500,-3.116351,0.208854,-0.209630
5231		,2.615000,-2.952255,0.209578,-0.205606
5232		,2.615500,-2.998311,0.209675,-0.199844
5233		,2.616000,-3.125047,0.209192,-0.200648
5234		,2.616500,-3.138413,0.208113,-0.202805
5235		,2.617000,-3.149364,0.206455,-0.204737
5236		,2.617500,-3.138413,0.204426,-0.205960
5237		,2.618000,-3.084144,0.202237,-0.205638
5238		,2.618500,-2.902011,0.199741,-0.200584
5239		,2.619000,-3.091229,0.197552,-0.197944
5240		,2.619500,-3.148397,0.197214,-0.200906
5241		,2.620000,-3.158704,0.197439,-0.203481
5242		,2.620500,-3.158865,0.198228,-0.206314
5243		,2.621000,-3.126335,0.199242,-0.207634
5244		,2.621500,-3.013610,0.200804,-0.205960
5245		,2.622000,-3.056445,0.202591,-0.200745
5246		,2.622500,-3.144210,0.203734,-0.201872
5247		,2.623000,-3.164501,0.205054,-0.205381
5248		,2.623500,-3.169976,0.205859,-0.208053
5249		,2.624000,-3.163052,0.206535,-0.210242
5250		,2.624500,-3.117317,0.207679,-0.210724
5251		,2.625000,-2.949678,0.207115,-0.206443
5252		,2.625500,-2.988810,0.207018,-0.201550
5253		,2.626000,-3.123759,0.206391,-0.202065
5254		,2.626500,-3.138091,0.204861,-0.204350
5255		,2.627000,-3.147431,0.203815,-0.206282
5256		,2.627500,-3.138413,0.202011,-0.207666
5257		,2.628000,-3.085593,0.199999,-0.206636
5258		,2.628500,-2.901528,0.198196,-0.200842
5259		,2.629000,-3.095416,0.197503,-0.199071
5260		,2.629500,-3.149042,0.197214,-0.202129
5261		,2.630000,-3.159670,0.198115,-0.204672
5262		,2.630500,-3.157738,0.198791,-0.206765
5263		,2.631000,-3.128107,0.200015,-0.208053
5264		,2.631500,-3.011516,0.201545,-0.205735
5265		,2.632000,-3.038409,0.202527,-0.200133
5266		,2.632500,-3.140829,0.204249,-0.201550
5267		,2.633000,-3.164018,0.205747,-0.204769
5268		,2.633500,-3.169493,0.207083,-0.206894
5269		,2.634000,-3.160153,0.207872,-0.208664
5270		,2.634500,-3.116995,0.208934,-0.208761
5271		,2.635000,-2.945813,0.209305,-0.204737
5272		,2.635500,-2.984784,0.208548,-0.198942
5273		,2.636000,-3.129073,0.208306,-0.200777
5274		,2.636500,-3.140829,0.206938,-0.202322
5275		,2.637000,-3.151135,0.205392,-0.204157
5276		,2.637500,-3.140346,0.203460,-0.205252
5277		,2.638000,-3.082211,0.201367,-0.204318
5278		,2.638500,-2.898629,0.198244,-0.198846
5279		,2.639000,-3.088975,0.196537,-0.196818
5280		,2.639500,-3.151457,0.196956,-0.199650
5281		,2.640000,-3.160475,0.197214,-0.203385
5282		,2.640500,-3.159026,0.198260,-0.205574
5283		,2.641000,-3.127141,0.199741,-0.206153
5284		,2.641500,-3.006846,0.201770,-0.204029
5285		,2.642000,-2.970452,0.203412,-0.199071
5286		,2.642500,-3.143244,0.205054,-0.200423
5287		,2.643000,-3.163052,0.206584,-0.204801
5288		,2.643500,-3.167722,0.207984,-0.208053
5289		,2.644000,-3.161280,0.208484,-0.209662
5290		,2.644500,-3.116834,0.208838,-0.210274
5291		,2.645000,-2.940660,0.208709,-0.206218
5292		,2.645500,-2.994607,0.208339,-0.201357
5293		,2.646000,-3.127785,0.206825,-0.202387
5294		,2.646500,-3.139540,0.205650,-0.204769
5295		,2.647000,-3.149686,0.204700,-0.206733
5296		,2.647500,-3.137125,0.202559,-0.207151
5297		,2.648000,-3.080923,0.200401,-0.207312
5298		,2.648500,-2.898790,0.198341,-0.201035
5299		,2.649000,-3.090746,0.197069,-0.200262
5300		,2.649500,-3.146304,0.196892,-0.202805
5301		,2.650000,-3.161119,0.198308,-0.205767
5302		,2.650500,-3.159831,0.199468,-0.207280
5303		,2.651000,-3.126335,0.200820,-0.208890
5304		,2.651500,-3.002176,0.202060,-0.206765
5305		,2.652000,-2.956280,0.203444,-0.200874
5306		,2.652500,-3.143888,0.204942,-0.202676
5307		,2.653000,-3.163213,0.206165,-0.205831
5308		,2.653500,-3.168849,0.207308,-0.208310
5309		,2.654000,-3.161763,0.208661,-0.209566
5310		,2.654500,-3.113613,0.209675,-0.209727
5311		,2.655000,-2.935346,0.210174,-0.205445
5312		,2.655500,-3.003947,0.209804,-0.200262
5313		,2.656000,-3.131166,0.209498,-0.201421
5314		,2.656500,-3.142117,0.207984,-0.203385
5315		,2.657000,-3.149203,0.206455,-0.204576
5316		,2.657500,-3.137125,0.204555,-0.205896
5317		,2.658000,-3.078346,0.201738,-0.205220
5318		,2.658500,-2.896536,0.198743,-0.199393
5319		,2.659000,-3.088653,0.197745,-0.197912
5320		,2.659500,-3.147431,0.197825,-0.200713
5321		,2.660000,-3.163857,0.198453,-0.203256
5322		,2.660500,-3.158221,0.199629,-0.205606
5323		,2.661000,-3.124725,0.200418,-0.206636
5324		,2.661500,-3.000888,0.202140,-0.205155
5325		,2.662000,-2.941787,0.203686,-0.199650
5326		,2.662500,-3.144533,0.205344,-0.201582
5327		,2.663000,-3.166111,0.206503,-0.204737
5328		,2.663500,-3.174807,0.207196,-0.207151
5329		,2.664000,-3.162569,0.208001,-0.209018
5330		,2.664500,-3.112325,0.208596,-0.209887
5331		,2.665000,-2.933413,0.208628,-0.205638
5332		,2.665500,-3.032451,0.208162,-0.200777
5333		,2.666000,-3.130361,0.207630,-0.202709
5334		,2.666500,-3.139218,0.205956,-0.203674
5335		,2.667000,-3.148881,0.204732,-0.205703
5336		,2.667500,-3.136481,0.202623,-0.206926
5337		,2.668000,-3.077541,0.200401,-0.206829
5338		,2.668500,-2.895087,0.197520,-0.201196
5339		,2.669000,-3.089941,0.196956,-0.199393
5340		,2.669500,-3.149847,0.196666,-0.202709
5341		,2.670000,-3.162247,0.196827,-0.204930
5342		,2.670500,-3.156127,0.198035,-0.207055
5343		,2.671000,-3.122309,0.199854,-0.208181
5344		,2.671500,-2.995412,0.200965,-0.206475
5345		,2.672000,-2.932769,0.202478,-0.200584
5346		,2.672500,-3.144855,0.204314,-0.203127
5347		,2.673000,-3.164340,0.205650,-0.205477
5348		,2.673500,-3.173197,0.206874,-0.208374
5349		,2.674000,-3.159992,0.207501,-0.209952
5350		,2.674500,-3.111198,0.208242,-0.210403
5351		,2.675000,-2.928099,0.208886,-0.205316
5352		,2.675500,-3.044045,0.208467,-0.200552
5353		,2.676000,-3.131166,0.208306,-0.201679
5354		,2.676500,-3.141795,0.207324,-0.203095
5355		,2.677000,-3.151618,0.206407,-0.204705
5356		,2.677500,-3.136803,0.204056,-0.206057
5357		,2.678000,-3.074965,0.202092,-0.205381
5358		,2.678500,-2.893637,0.199484,-0.199489
5359		,2.679000,-3.097349,0.196393,-0.197687
5360		,2.679500,-3.150813,0.197278,-0.200713
5361		,2.680000,-3.162569,0.198099,-0.203256
5362		,2.680500,-3.157093,0.198469,-0.205542
5363		,2.681000,-3.125047,0.199548,-0.206540
5364		,2.681500,-2.994929,0.201319,-0.203964
5365		,2.682000,-2.979953,0.202172,-0.198524
5366		,2.682500,-3.150974,0.204426,-0.200133
5367		,2.683000,-3.163374,0.205908,-0.203546
5368		,2.683500,-3.175291,0.207437,-0.206346
5369		,2.684000,-3.160314,0.208532,-0.208117
5370		,2.684500,-3.110071,0.208741,-0.208600
5371		,2.685000,-2.926006,0.209337,-0.203674
5372		,2.685500,-3.058861,0.209176,-0.199747
5373		,2.686000,-3.130200,0.208403,-0.201389
5374		,2.686500,-3.141473,0.207163,-0.203320
5375		,2.687000,-3.149203,0.205795,-0.205477
5376		,2.687500,-3.135837,0.203879,-0.206958
5377		,2.688000,-3.072227,0.201126,-0.206153
5378		,2.688500,-2.893315,0.198437,-0.200520
5379		,2.689000,-3.099764,0.197487,-0.198846
5380		,2.689500,-3.148075,0.196763,-0.202483
5381		,2.690000,-3.160153,0.196956,-0.204511
5382		,2.690500,-3.157254,0.197664,-0.207537
5383		,2.691000,-3.120377,0.199017,-0.208117
5384		,2.691500,-2.988488,0.199935,-0.206153
5385		,2.692000,-2.986233,0.201657,-0.200584
5386		,2.692500,-3.150330,0.202784,-0.202161
5387		,2.693000,-3.164018,0.204781,-0.205477
5388		,2.693500,-3.174968,0.206213,-0.208214
5389		,2.694000,-3.159026,0.207453,-0.210016
5390		,2.694500,-3.109104,0.208242,-0.210435
5391		,2.695000,-2.920691,0.208435,-0.205831
5392		,2.695500,-3.064014,0.209015,-0.200745
5393		,2.696000,-3.132133,0.208757,-0.201904
5394		,2.696500,-3.141634,0.207196,-0.203835
5395		,2.697000,-3.152101,0.205602,-0.205638
5396		,2.697500,-3.134709,0.204185,-0.207183
5397		,2.698000,-3.069972,0.202366,-0.205606
5398		,2.698500,-2.890739,0.198808,-0.199425
5399		,2.699000,-3.105239,0.198003,-0.198331
5400		,2.699500,-3.149847,0.198357,-0.201260
5401		,2.700000,-3.162247,0.198840,-0.203642
5402		,2.700500,-3.156449,0.199307,-0.205960
5403		,2.701000,-3.119733,0.200289,-0.207087
5404		,2.701500,-2.988327,0.201689,-0.204576
5405		,2.702000,-3.034222,0.203493,-0.198813
5406		,2.702500,-3.154034,0.205521,-0.200842
5407		,2.703000,-3.166756,0.206358,-0.203739
5408		,2.703500,-3.179155,0.207550,-0.206507
5409		,2.704000,-3.161441,0.208677,-0.208310
5410		,2.704500,-3.106528,0.209916,-0.208922
5411		,2.705000,-2.917954,0.209997,-0.203964
5412		,2.705500,-3.063692,0.209723,-0.199586
5413		,2.706000,-3.128429,0.208934,-0.200681
5414		,2.706500,-3.139701,0.207501,-0.202966
5415		,2.707000,-3.152423,0.205714,-0.204866
5416		,2.707500,-3.136481,0.203670,-0.206121
5417		,2.708000,-3.070617,0.201319,-0.205863
5418		,2.708500,-2.891866,0.199725,-0.199296
5419		,2.709000,-3.106850,0.197825,-0.198588
5420		,2.709500,-3.149525,0.197230,-0.201421
5421		,2.710000,-3.159992,0.197181,-0.203449
5422		,2.710500,-3.154678,0.198067,-0.206700
5423		,2.711000,-3.117961,0.199242,-0.207505
5424		,2.711500,-2.983335,0.200257,-0.205187
5425		,2.712000,-3.047266,0.201577,-0.200359
5426		,2.712500,-3.151618,0.202317,-0.201646
5427		,2.713000,-3.164662,0.203766,-0.205220
5428		,2.713500,-3.177223,0.204587,-0.207441
5429		,2.714000,-3.159187,0.205891,-0.209598
5430		,2.714500,-3.103307,0.206825,-0.210048
5431		,2.715000,-2.913767,0.207646,-0.204318
5432		,2.715500,-3.060793,0.207759,-0.200101
5433		,2.716000,-3.133260,0.207228,-0.202097
5434		,2.716500,-3.142278,0.206181,-0.203546
5435		,2.717000,-3.154195,0.204764,-0.205767
5436		,2.717500,-3.135837,0.202704,-0.206604
5437		,2.718000,-3.068201,0.200321,-0.205187
5438		,2.718500,-2.890900,0.197375,-0.198813
5439		,2.719000,-3.113613,0.196779,-0.197944
5440		,2.719500,-3.149364,0.196457,-0.201003
5441		,2.720000,-3.160958,0.197536,-0.203546
5442		,2.720500,-3.156771,0.198373,-0.205960
5443		,2.721000,-3.119250,0.200047,-0.205992
5444		,2.721500,-2.980758,0.201899,-0.203256
5445		,2.722000,-3.067235,0.203267,-0.198266
5446		,2.722500,-3.155483,0.204571,-0.200230
5447		,2.723000,-3.165467,0.205666,-0.202966
5448		,2.723500,-3.174002,0.207260,-0.206057
5449		,2.724000,-3.160153,0.208097,-0.207537
5450		,2.724500,-3.104756,0.208918,-0.207183
5451		,2.725000,-2.912801,0.208886,-0.202387
5452		,2.725500,-3.049521,0.208661,-0.198105
5453		,2.726000,-3.132616,0.208081,-0.199715
5454		,2.726500,-3.141795,0.206841,-0.202000
5455		,2.727000,-3.152584,0.205666,-0.204061
5456		,2.727500,-3.133904,0.203879,-0.204350
5457		,2.728000,-3.064497,0.201561,-0.203835
5458		,2.728500,-2.888806,0.199516,-0.197526
5459		,2.729000,-3.115385,0.199146,-0.197397
5460		,2.729500,-3.147753,0.198920,-0.201131
5461		,2.730000,-3.161763,0.199146,-0.204029
5462		,2.730500,-3.155322,0.200192,-0.206604
5463		,2.731000,-3.117961,0.200884,-0.207312
5464		,2.731500,-2.973995,0.201995,-0.204866
5465		,2.732000,-3.080762,0.202494,-0.200294
5466		,2.732500,-3.156288,0.203525,-0.202322
5467		,2.733000,-3.164340,0.204442,-0.205767
5468		,2.733500,-3.170459,0.205730,-0.208278
5469		,2.734000,-3.157899,0.207276,-0.209372
5470		,2.734500,-3.100247,0.207485,-0.209727
5471		,2.735000,-2.911673,0.207743,-0.204415
5472		,2.735500,-3.041147,0.207260,-0.200938
5473		,2.736000,-3.132616,0.207228,-0.202322
5474		,2.736500,-3.143244,0.206713,-0.204705
5475		,2.737000,-3.151135,0.205376,-0.205606
5476		,2.737500,-3.132938,0.203718,-0.206700
5477		,2.738000,-3.061437,0.201335,-0.205896
5478		,2.738500,-2.884780,0.199162,-0.199779
5479		,2.739000,-3.116351,0.197407,-0.199200
5480		,2.739500,-3.150652,0.197487,-0.202097
5481		,2.740000,-3.160797,0.198019,-0.204866
5482		,2.740500,-3.155322,0.198936,-0.206572
5483		,2.741000,-3.117478,0.200981,-0.207248
5484		,2.741500,-2.972062,0.202720,-0.204254
5485		,2.742000,-3.059666,0.204426,-0.199200
5486		,2.742500,-3.156771,0.205908,-0.201421
5487		,2.743000,-3.165628,0.207099,-0.204479
5488		,2.743500,-3.171909,0.208033,-0.206636
5489		,2.744000,-3.158865,0.208902,-0.208374
5490		,2.744500,-3.100247,0.210029,-0.207892
5491		,2.745000,-2.910546,0.210094,-0.203224
5492		,2.745500,-3.037604,0.210126,-0.199232
5493		,2.746000,-3.132616,0.209450,-0.200842
5494		,2.746500,-3.142600,0.208645,-0.202773
5495		,2.747000,-3.151779,0.206938,-0.204093
5496		,2.747500,-3.132938,0.204732,-0.204994
5497		,2.748000,-3.060793,0.202317,-0.204254
5498		,2.748500,-2.886391,0.199870,-0.198170
5499		,2.749000,-3.115868,0.199001,-0.198009
5500		,2.749500,-3.149042,0.199097,-0.200874
5501		,2.750000,-3.160314,0.199516,-0.203224
5502		,2.750500,-3.154195,0.199323,-0.205703
5503		,2.751000,-3.115707,0.200240,-0.206668
5504		,2.751500,-2.968036,0.201609,-0.203642
5505		,2.752000,-3.061115,0.202897,-0.199264
5506		,2.752500,-3.153873,0.204088,-0.201614
5507		,2.753000,-3.164501,0.205473,-0.204769
5508		,2.753500,-3.172392,0.205924,-0.207570
5509		,2.754000,-3.155644,0.206986,-0.208986
5510		,2.754500,-3.096060,0.207437,-0.209211
5511		,2.755000,-2.907808,0.207952,-0.204350
5512		,2.755500,-3.035511,0.207759,-0.200455
5513		,2.756000,-3.131327,0.206729,-0.201936
5514		,2.756500,-3.144049,0.205392,-0.203835
5515		,2.757000,-3.152906,0.204185,-0.205220
5516		,2.757500,-3.132294,0.202124,-0.206507
5517		,2.758000,-3.055801,0.200047,-0.206121
5518		,2.758500,-2.882204,0.197568,-0.199135
5519		,2.759000,-3.118283,0.196859,-0.199425
5520		,2.759500,-3.150974,0.197053,-0.202097
5521		,2.760000,-3.162730,0.197407,-0.204705
5522		,2.760500,-3.155805,0.198469,-0.207344
5523		,2.761000,-3.113774,0.199291,-0.207634
5524		,2.761500,-2.964171,0.201303,-0.204479
5525		,2.762000,-3.022467,0.203010,-0.199908
5526		,2.762500,-3.156449,0.204990,-0.201936
5527		,2.763000,-3.163213,0.206294,-0.205187
5528		,2.763500,-3.170620,0.208017,-0.207055
5529		,2.764000,-3.157899,0.208693,-0.208600
5530		,2.764500,-3.095738,0.209659,-0.208600
5531		,2.765000,-2.911351,0.209836,-0.202966
5532		,2.765500,-3.038731,0.208999,-0.199071
5533		,2.766000,-3.132616,0.208435,-0.200681
5534		,2.766500,-3.143244,0.207179,-0.202516
5535		,2.767000,-3.149364,0.205843,-0.203610
5536		,2.767500,-3.128912,0.203798,-0.204833
5537		,2.768000,-3.052903,0.201094,-0.203353
5538		,2.768500,-2.882365,0.198550,-0.196560
5539		,2.769000,-3.115224,0.198083,-0.197011
5540		,2.769500,-3.149847,0.198244,-0.199779
5541		,2.770000,-3.162408,0.199130,-0.202709
5542		,2.770500,-3.154195,0.200160,-0.204801
